Year,Month,Return percentage ,Amount ,Return,Constant,Returns
1993,12,"1.74
%","644,665.85",0.0174,,1.74
1994,1,"-0.08
%","644,177.83",-0.0008,,-0.08
1994,2,"-1.42
%","635,005.91",-0.0142,,-1.42
1994,3,"-3.35
%","613,756.22",-0.0335,,-3.35
1994,4,"1.06
%","620,251.24",0.0106,,1.06
1994,5,"1.11
%","627,124.20",0.0111,,1.11
1994,6,"-0.52
%","623,870.21",-0.0052,,-0.52
1994,7,"3.08
%","643,098.38",0.0308,,3.08
1994,8,"0.82
%","648,355.48",0.0082,,0.82
1994,9,"-0.44
%","645,476.74",-0.0044,,-0.44
1994,10,"-0.37
%","643,089.23",-0.0037,,-0.37
1994,11,"-1.03
%","636,493.02",-0.0103,,-1.03
1994,12,"2.45
%","652,094.57",0.0245,,2.45
1995,1,"3.82
%","676,998.68",0.0382,,3.82
1995,2,"2.56
%","694,317.45",0.0256,,2.56
1995,3,"3.22
%","716,643.60",0.0322,,3.22
1995,4,"3.35
%","740,635.11",0.0335,,3.35
1995,5,"3.18
%","764,175.62",0.0318,,3.18
1995,6,"3.55
%","791,284.59",0.0355,,3.55
1995,7,"0.51
%","795,344.87",0.0051,,0.51
1995,8,"3.72
%","824,913.12",0.0372,,3.72
1995,9,"0.91
%","832,441.01",0.0091,,0.91
1995,10,"2.36
%","852,073.17",0.0236,,2.36
1995,11,"3.39
%","880,951.11",0.0339,,3.39
1995,12,"0.16
%","882,383.36",0.0016,,0.16
1996,1,"5.90
%","934,482.74",0.059,,5.9
1996,2,"-0.20
%","932,607.26",-0.002,,-0.2
1996,3,"0.20
%","934,444.89",0.002,,0.2
1996,4,"2.35
%","956,449.44",0.0235,,2.35
1996,5,"1.28
%","968,678.54",0.0128,,1.28
1996,6,"-3.48
%","935,001.80",-0.0348,,-3.48
1996,7,"3.08
%","963,760.15",0.0308,,3.08
1996,8,"2.02
%","983,264.02",0.0202,,2.02
1996,9,"4.12
%","1,023,769.56",0.0412,,4.12
1996,10,"5.05
%","1,075,491.24",0.0505,,5.05
1996,11,"1.20
%","1,088,378.07",0.012,,1.2
1996,12,"3.26
%","1,123,832.42",0.0326,,3.26
1997,1,"4.36
%","1,172,844.59",0.0436,,4.36
1997,2,"-0.62
%","1,165,529.73",-0.0062,,-0.62
1997,3,"-3.41
%","1,125,840.57",-0.0341,,-3.41
1997,4,"9.22
%","1,229,618.65",0.0922,,9.22
1997,5,"5.34
%","1,295,241.25",0.0534,,5.34
1997,6,"5.74
%","1,369,535.31",0.0574,,5.74
1997,7,"0.35
%","1,374,298.41",0.0035,,0.35
1997,8,"1.19
%","1,390,680.15",0.0119,,1.19
1997,9,"1.65
%","1,413,562.07",0.0165,,1.65
1997,10,"-1.15
%","1,397,277.22",-0.0115,,-1.15
1997,11,"2.63
%","1,434,090.12",0.0263,,2.63
1997,12,"0.24
%","1,437,490.18",0.0024,,0.24
1998,1,"6.40
%","1,529,520.58",0.064,,6.4
1998,2,"5.31
%","1,610,782.05",0.0531,,5.31
1998,3,"3.41
%","1,665,640.06",0.0341,,3.41
1998,4,"-0.22
%","1,661,944.71",-0.0022,,-0.22
1998,5,"0.12
%","1,663,880.16",0.0012,,0.12
1998,6,"4.47
%","1,738,216.78",0.0447,,4.47
1998,7,"-6.97
%","1,617,045.56",-0.0697,,-6.97
1998,8,"-4.90
%","1,537,835.39",-0.049,,-4.9
1998,9,"1.29
%","1,557,686.64",0.0129,,1.29
1998,10,"10.97
%","1,728,633.16",0.1097,,10.97
1998,11,"4.10
%","1,799,578.08",0.041,,4.1
1998,12,"5.05
%","1,890,415.15",0.0505,,5.05
1999,1,"-0.07
%","1,889,154.05",-0.0007,,-0.07
1999,2,"2.92
%","1,944,383.65",0.0292,,2.92
1999,3,"4.25
%","2,027,020.39",0.0425,,4.25
1999,4,"-0.10
%","2,025,017.05",-0.001,,-0.1
1999,5,"-0.61
%","2,012,628.66",-0.0061,,-0.61
1999,6,"4.52
%","2,103,647.52",0.0452,,4.52
1999,7,"-3.77
%","2,024,247.75",-0.0377,,-3.77
1999,8,"-0.60
%","2,012,142.41",-0.006,,-0.6
1999,9,"-1.27
%","1,986,538.48",-0.0127,,-1.27
1999,10,"7.11
%","2,127,700.90",0.0711,,7.11
1999,11,"2.81
%","2,187,462.29",0.0281,,2.81
1999,12,"-0.12
%","2,184,860.69",-0.0012,,-0.12
2000,1,"-2.48
%","2,130,718.15",-0.0248,,-2.48
2000,2,"3.94
%","2,214,688.76",0.0394,,3.94
2000,3,"1.42
%","2,246,240.67",0.0142,,1.42
2000,4,"-2.84
%","2,182,474.52",-0.0284,,-2.84
2000,5,"3.16
%","2,251,516.67",0.0316,,3.16
2000,6,"0.85
%","2,270,662.27",0.0085,,0.85
2000,7,"0.94
%","2,291,999.94",0.0094,,0.94
2000,8,"-1.08
%","2,267,254.35",-0.0108,,-1.08
2000,9,"-5.21
%","2,149,034.50",-0.0521,,-5.21
2000,10,"-0.77
%","2,132,431.83",-0.0077,,-0.77
2000,11,"-3.32
%","2,061,633.52",-0.0332,,-3.32
2000,12,"0.46
%","2,071,014.11",0.0046,,0.46
2001,1,"-2.14
%","2,026,771.91",-0.0214,,-2.14
2001,2,"-9.08
%","1,842,742.99",-0.0908,,-9.08
2001,3,"0.45
%","1,851,011.26",0.0045,,0.45
2001,4,"6.88
%","1,978,348.48",0.0688,,6.88
2001,5,"-2.39
%","1,931,092.62",-0.0239,,-2.39
2001,6,"-2.66
%","1,879,721.17",-0.0266,,-2.66
2001,7,"-2.05
%","1,841,265.09",-0.0205,,-2.05
2001,8,"-11.25
%","1,634,172.03",-0.1125,,-11.25
2001,9,"3.18
%","1,686,204.58",0.0318,,3.18
2001,10,"5.05
%","1,771,410.96",0.0505,,5.05
2001,11,"1.47
%","1,797,380.72",0.0147,,1.47
2001,12,"-0.30
%","1,792,030.11",-0.003,,-0.3
2002,1,"-3.35
%","1,731,947.48",-0.0335,,-3.35
2002,2,"4.95
%","1,817,596.97",0.0495,,4.95
2002,3,"-3.51
%","1,753,718.76",-0.0351,,-3.51
2002,4,"-2.82
%","1,704,257.37",-0.0282,,-2.82
2002,5,"-5.92
%","1,603,349.00",-0.0592,,-5.92
2002,6,"-10.76
%","1,430,852.71",-0.1076,,-10.76
2002,7,"1.14
%","1,447,147.13",0.0114,,1.14
2002,8,"-4.76
%","1,378,295.78",-0.0476,,-4.76
2002,9,"-1.37
%","1,359,453.89",-0.0137,,-1.37
2002,10,"6.63
%","1,449,525.55",0.0663,,6.63
2002,11,"-1.04
%","1,434,522.07",-0.0104,,-1.04
2002,12,"-0.22
%","1,431,330.00",-0.0022,,-0.22
2003,1,"-6.41
%","1,339,512.53",-0.0641,,-6.41
2003,2,"1.31
%","1,357,031.99",0.0131,,1.31
2003,3,"5.29
%","1,428,762.79",0.0529,,5.29
2003,4,"5.31
%","1,504,661.69",0.0531,,5.31
2003,5,"5.70
%","1,590,490.38",0.057,,5.7
2003,6,"0.60
%","1,599,968.12",0.006,,0.6
2003,7,"-0.17
%","1,597,306.99",-0.0017,,-0.17
2003,8,"3.16
%","1,647,800.75",0.0316,,3.16
2003,9,"2.03
%","1,681,215.33",0.0203,,2.03
2003,10,"1.21
%","1,701,567.89",0.0121,,1.21
2003,11,"3.06
%","1,753,700.71",0.0306,,3.06
2003,12,"4.93
%","1,840,245.16",0.0493,,4.93
2004,1,"1.09
%","1,860,242.41",0.0109,,1.09
2004,2,"-1.57
%","1,831,125.96",-0.0157,,-1.57
2004,3,"0.97
%","1,848,853.76",0.0097,,0.97
2004,4,"-2.56
%","1,801,444.47",-0.0256,,-2.56
2004,5,"2.86
%","1,852,923.93",0.0286,,2.86
2004,6,"-2.24
%","1,811,441.05",-0.0224,,-2.24
2004,7,"-1.39
%","1,786,306.03",-0.0139,,-1.39
2004,8,"2.78
%","1,836,012.22",0.0278,,2.78
2004,9,"0.10
%","1,837,895.88",0.001,,0.1
2004,10,"4.77
%","1,925,635.12",0.0477,,4.77
2004,11,"2.73
%","1,978,155.81",0.0273,,2.73
2004,12,"-1.35
%","1,951,466.10",-0.0135,,-1.35
2005,1,"1.68
%","1,984,274.28",0.0168,,1.68
2005,2,"-0.26
%","1,979,202.71",-0.0026,,-0.26
2005,3,"-2.41
%","1,931,525.33",-0.0241,,-2.41
2005,4,"1.34
%","1,957,328.01",0.0134,,1.34
2005,5,"2.18
%","2,000,011.41",0.0218,,2.18
2005,6,"1.81
%","2,036,167.44",0.0181,,1.81
2005,7,"0.31
%","2,042,479.93",0.0031,,0.31
2005,8,"0.28
%","2,048,192.55",0.0028,,0.28
2005,9,"-2.62
%","1,994,443.48",-0.0262,,-2.62
2005,10,"3.96
%","2,073,454.20",0.0396,,3.96
2005,11,"2.14
%","2,117,911.78",0.0214,,2.14
2005,12,"1.47
%","2,148,976.67",0.0147,,1.47
2006,1,"-0.02
%","2,148,619.09",-0.0002,,-0.02
2006,2,"1.49
%","2,180,550.53",0.0149,,1.49
2006,3,"0.80
%","2,197,958.55",0.008,,0.8
2006,4,"-0.79
%","2,180,668.63",-0.0079,,-0.79
2006,5,"-2.71
%","2,121,664.25",-0.0271,,-2.71
2006,6,"0.72
%","2,136,941.09",0.0072,,0.72
2006,7,"2.29
%","2,185,914.64",0.0229,,2.29
2006,8,"2.53
%","2,241,243.93",0.0253,,2.53
2006,9,"3.62
%","2,322,285.36",0.0362,,3.62
2006,10,"2.00
%","2,368,769.22",0.02,,2
2006,11,"2.15
%","2,419,656.66",0.0215,,2.15
2006,12,"0.69
%","2,436,420.69",0.0069,,0.69
2007,1,"1.60
%","2,475,307.13",0.016,,1.6
2007,2,"-2.47
%","2,414,070.73",-0.0247,,-2.47
2007,3,"4.18
%","2,514,985.16",0.0418,,4.18
2007,4,"3.39
%","2,600,287.25",0.0339,,3.39
2007,5,"0.34
%","2,609,255.68",0.0034,,0.34
2007,6,"0.57
%","2,624,248.97",0.0057,,0.57
2007,7,"-4.20
%","2,514,001.44",-0.042,,-4.2
2007,8,"3.07
%","2,591,300.54",0.0307,,3.07
2007,9,"2.99
%","2,668,822.74",0.0299,,2.99
2007,10,"-4.81
%","2,540,550.84",-0.0481,,-4.81
2007,11,"1.24
%","2,572,008.47",0.0124,,1.24
2007,12,"-6.64
%","2,401,350.63",-0.0664,,-6.64
2008,1,"-1.56
%","2,363,794.33",-0.0156,,-1.56
2008,2,"-2.63
%","2,301,706.07",-0.0263,,-2.63
2008,3,"4.24
%","2,399,385.93",0.0424,,4.24
2008,4,"2.56
%","2,460,872.69",0.0256,,2.56
2008,5,"-4.25
%","2,356,369.71",-0.0425,,-4.25
2008,6,"-6.08
%","2,213,138.45",-0.0608,,-6.08
2008,7,"2.11
%","2,259,847.51",0.0211,,2.11
2008,8,"-4.85
%","2,150,300.58",-0.0485,,-4.85
2008,9,"-20.19
%","1,716,077.81",-0.2019,,-20.19
2008,10,"-8.61
%","1,568,403.34",-0.0861,,-8.61
2008,11,"-0.35
%","1,562,894.84",-0.0035,,-0.35
2008,12,"-1.10
%","1,545,772.44",-0.011,,-1.1
2009,1,"-6.70
%","1,442,166.94",-0.067,,-6.7
2009,2,"-5.69
%","1,360,144.61",-0.0569,,-5.69
2009,3,"12.32
%","1,527,738.23",0.1232,,12.32
2009,4,"6.66
%","1,629,482.88",0.0666,,6.66
2009,5,"2.87
%","1,676,230.48",0.0287,,2.87
2009,6,"1.28
%","1,697,646.70",0.0128,,1.28
2009,7,"8.12
%","1,835,508.26",0.0812,,8.12
2009,8,"3.65
%","1,902,510.61",0.0365,,3.65
2009,9,"2.40
%","1,948,230.00",0.024,,2.4
2009,10,"2.09
%","1,989,032.29",0.0209,,2.09
2009,11,"2.23
%","2,033,305.31",0.0223,,2.23
2009,12,"1.36
%","2,060,896.61",0.0136,,1.36
2010,1,"-2.90
%","2,001,162.07",-0.029,,-2.9
2010,2,"5.94
%","2,120,091.85",0.0594,,5.94
2010,3,"4.09
%","2,206,759.72",0.0409,,4.09
2010,4,"-5.88
%","2,076,949.36",-0.0588,,-5.88
2010,5,"-3.54
%","2,003,351.33",-0.0354,,-3.54
2010,6,"-0.16
%","2,000,164.54",-0.0016,,-0.16
2010,7,"0.86
%","2,017,438.19",0.0086,,0.86
2010,8,"3.37
%","2,085,449.15",0.0337,,3.37
2010,9,"4.58
%","2,180,909.26",0.0458,,4.58
2010,10,"2.49
%","2,235,233.85",0.0249,,2.49
2010,11,"3.71
%","2,318,244.53",0.0371,,3.71
2010,12,"3.46
%","2,398,506.64",0.0346,,3.46
2011,1,"3.15
%","2,474,080.32",0.0315,,3.15
2011,2,"-1.11
%","2,446,557.14",-0.0111,,-1.11
2011,3,"2.22
%","2,500,894.76",0.0222,,2.22
2011,4,"0.66
%","2,517,381.53",0.0066,,0.66
2011,5,"-3.66
%","2,425,179.91",-0.0366,,-3.66
2011,6,"3.10
%","2,500,402.58",0.031,,3.1
2011,7,"-10.40
%","2,240,344.53",-0.104,,-10.4
2011,8,"-0.79
%","2,222,662.72",-0.0079,,-0.79
2011,9,"3.02
%","2,289,762.82",0.0302,,3.02
2011,10,"1.77
%","2,330,225.74",0.0177,,1.77
2011,11,"1.55
%","2,366,454.94",0.0155,,1.55
2011,12,"4.78
%","2,479,632.02",0.0478,,4.78
2012,1,"4.16
%","2,582,849.40",0.0416,,4.16
2012,2,"2.88
%","2,657,334.58",0.0288,,2.88
2012,3,"-0.04
%","2,656,319.20",-0.0004,,-0.04
2012,4,"-3.09
%","2,574,213.64",-0.0309,,-3.09
2012,5,"-1.15
%","2,544,548.12",-0.0115,,-1.15
2012,6,"2.92
%","2,618,876.58",0.0292,,2.92
2012,7,"3.39
%","2,707,596.28",0.0339,,3.39
2012,8,"3.02
%","2,789,397.26",0.0302,,3.02
2012,9,"-0.22
%","2,783,340.51",-0.0022,,-0.22
2012,10,"-2.84
%","2,704,363.39",-0.0284,,-2.84
2012,11,"2.18
%","2,763,197.77",0.0218,,2.18
2012,12,"4.27
%","2,881,152.09",0.0427,,4.27
2013,1,"2.33
%","2,948,370.00",0.0233,,2.33
2013,2,"2.72
%","3,028,638.01",0.0272,,2.72
2013,3,"1.45
%","3,072,668.09",0.0145,,1.45
2013,4,"4.57
%","3,213,220.22",0.0457,,4.57
2013,5,"-1.12
%","3,177,303.65",-0.0112,,-1.12
2013,6,"3.25
%","3,280,708.27",0.0325,,3.25
2013,7,"0.25
%","3,288,992.99",0.0025,,0.25
2013,8,"1.19
%","3,328,213.15",0.0119,,1.19
2013,9,"2.12
%","3,398,689.73",0.0212,,2.12
2013,10,"3.86
%","3,529,878.95",0.0386,,3.86
2013,11,"1.52
%","3,583,591.76",0.0152,,1.52
2013,12,"0.97
%","3,618,274.04",0.0097,,0.97
2014,1,"-0.13
%","3,613,568.98",-0.0013,,-0.13
2014,2,"2.72
%","3,711,940.06",0.0272,,2.72
2014,3,"0.20
%","3,719,427.94",0.002,,0.2
2014,4,"1.53
%","3,776,410.86",0.0153,,1.53
2014,5,"3.20
%","3,897,116.96",0.032,,3.2
2014,6,"1.50
%","3,955,410.89",0.015,,1.5
2014,7,"-0.43
%","3,938,523.23",-0.0043,,-0.43
2014,8,"1.78
%","4,008,551.51",0.0178,,1.78
2014,9,"-2.65
%","3,902,461.84",-0.0265,,-2.65
2014,10,"5.71
%","4,125,122.74",0.0571,,5.71
2014,11,"0.63
%","4,151,271.38",0.0063,,0.63
2014,12,"-1.11
%","4,105,190.38",-0.0111,,-1.11
2015,1,"2.83
%","4,221,260.45",0.0283,,2.83
2015,2,"0.06
%","4,223,597.49",0.0006,,0.06
2015,3,"0.88
%","4,260,697.97",0.0088,,0.88
2015,4,"0.98
%","4,302,406.11",0.0098,,0.98
2015,5,"-0.44
%","4,283,669.13",-0.0044,,-0.44
2015,6,"-0.08
%","4,280,258.04",-0.0008,,-0.08
2015,7,"-2.42
%","4,176,487.57",-0.0242,,-2.42
2015,8,"-4.51
%","3,988,249.29",-0.0451,,-4.51
2015,9,"4.32
%","4,160,426.77",0.0432,,4.32
2015,10,"2.93
%","4,282,430.04",0.0293,,2.93
2015,11,"-1.10
%","4,235,196.12",-0.011,,-1.1
2015,12,"-6.42
%","3,963,312.55",-0.0642,,-6.42
2016,1,"-0.55
%","3,941,517.94",-0.0055,,-0.55
2016,2,"6.36
%","4,192,305.98",0.0636,,6.36
2016,3,"2.83
%","4,311,001.08",0.0283,,2.83
2016,4,"-0.30
%","4,297,879.89",-0.003,,-0.3
2016,5,"1.07
%","4,343,716.36",0.0107,,1.07
2016,6,"3.30
%","4,486,947.75",0.033,,3.3
2016,7,"1.20
%","4,540,757.79",0.012,,1.2
2016,8,"-0.44
%","4,520,838.79",-0.0044,,-0.44
2016,9,"-0.51
%","4,497,964.20",-0.0051,,-0.51
2016,10,"1.20
%","4,551,991.98",0.012,,1.2
2016,11,"3.95
%","4,731,611.93",0.0395,,3.95
2016,12,"1.44
%","4,799,635.23",0.0144,,1.44
2017,1,"2.58
%","4,923,295.21",0.0258,,2.58
2017,2,"1.75
%","5,009,416.29",0.0175,,1.75
2017,3,"-0.15
%","5,001,701.58",-0.0015,,-0.15
2017,4,"1.69
%","5,086,349.04",0.0169,,1.69
2017,5,"1.78
%","5,176,704.37",0.0178,,1.78
2017,6,"0.99
%","5,227,844.21",0.0099,,0.99
2017,7,"0.25
%","5,240,799.08",0.0025,,0.25
2017,8,"1.65
%","5,327,443.28",0.0165,,1.65
2017,9,"2.73
%","5,473,138.15",0.0273,,2.73
2017,10,"1.59
%","5,560,137.45",0.0159,,1.59
2017,11,"2.88
%","5,720,463.25",0.0288,,2.88
2017,12,"4.86
%","5,998,586.36",0.0486,,4.86
2018,1,"-2.89
%","5,825,425.98",-0.0289,,-2.89
2018,2,"0.06
%","5,829,187.94",0.0006,,0.06
2018,3,"-1.66
%","5,732,191.89",-0.0166,,-1.66
2018,4,"1.96
%","5,844,635.77",0.0196,,1.96
2018,5,"2.11
%","5,968,131.16",0.0211,,2.11
2018,6,"1.58
%","6,062,471.91",0.0158,,1.58
2018,7,"2.45
%","6,211,051.27",0.0245,,2.45
2018,8,"1.68
%","6,315,381.27",0.0168,,1.68
2018,9,"-3.85
%","6,072,303.12",-0.0385,,-3.85
2018,10,"-2.08
%","5,946,235.53",-0.0208,,-2.08
2018,11,"-5.56
%","5,615,475.45",-0.0556,,-5.56
2018,12,"1.74
%","5,712,939.69",0.0174,,1.74
2019,1,"5.83
%","6,045,941.38",0.0583,,5.83
2019,2,"1.95
%","6,163,717.64",0.0195,,1.95
2019,3,"3.72
%","6,393,206.39",0.0372,,3.72
2019,4,"-1.53
%","6,295,275.98",-0.0153,,-1.53
2019,5,"1.40
%","6,383,708.82",0.014,,1.4
2019,6,"3.83
%","6,628,035.30",0.0383,,3.83
2019,7,"-3.13
%","6,420,285.24",-0.0313,,-3.13
2019,8,"3.09
%","6,618,365.64",0.0309,,3.09
2019,9,"0.01
%","6,619,014.42",0.0001,,0.01
2019,10,"4.43
%","6,912,481.15",0.0443,,4.43
2019,11,"2.47
%","7,083,172.42",0.0247,,2.47
2019,12,"3.35
%","7,320,203.52",0.0335,,3.35
2020,1,"0.12
%","7,329,139.80",0.0012,,0.12
2020,2,"-18.92
%","5,942,634.46",-0.1892,,-18.92
2020,3,"4.32
%","6,199,273.93",0.0432,,4.32
2020,4,"5.89
%","6,564,247.83",0.0589,,5.89
2020,5,"6.51
%","6,991,466.93",0.0651,,6.51
2020,6,"3.48
%","7,234,520.72",0.0348,,3.48
2020,7,"5.89
%","7,660,887.55",0.0589,,5.89
2020,8,"-0.63
%","7,612,853.58",-0.0063,,-0.63
2020,9,"1.73
%","7,744,251.54",0.0173,,1.73
2020,10,"3.95
%","8,050,468.28",0.0395,,3.95
2020,11,"4.26
%","8,393,424.70",0.0426,,4.26
2020,12,"2.80
%","8,628,046.08",0.028,,2.8
2021,1,"2.49
%","8,843,016.31",0.0249,,2.49
2021,2,"0.82
%","8,915,649.11",0.0082,,0.82
2021,3,"6.02
%","9,452,503.68",0.0602,,6.02
2021,4,"0.76
%","9,524,364.59",0.0076,,0.76
2021,5,"1.81
%","9,696,795.86",0.0181,,1.81
2021,6,"3.07
%","9,994,313.09",0.0307,,3.07
2021,7,"2.19
%","10,212,705.01",0.0219,,2.19
2021,8,"-0.08
%","10,204,075.39",-0.0008,,-0.08
2021,9,"0.45
%","10,250,215.78",0.0045,,0.45
2021,10,"4.74
%","10,736,562.29",0.0474,,4.74
2021,11,"0.27
%","10,765,057.51",0.0027,,0.27
2021,12,"-2.05
%","10,544,163.60",-0.0205,,-2.05
2022,1,"-2.90
%","10,238,111.89",-0.029,,-2.9
2022,2,"-0.89
%","10,146,728.18",-0.0089,,-0.89
2022,3,"0.12
%","10,158,731.95",0.0012,,0.12
2022,4,"-4.91
%","9,659,467.74",-0.0491,,-4.91
